Cust_id,Time_Section_Clothing,Time_Section_Electronics,Time_Section_Snacks,Time_Section_Sports,PickUp Products,Pref_cat
484,0.73,0.25,0.3,0.04,Clutches,Clothing
485,0.76,0.98,0.53,0.18,Bras,Clothing
486,0.43,0.78,0.77,0.93,Keychains,Clothing
487,0.06,0.84,0.44,0.61,Keychains,Clothing
488,0.08,0.96,0.48,0.39,Sports bras,Clothing
489,0.08,0.37,0.26,0.61,Ties & bow ties,Clothing
490,0.6,0.96,0.81,0.83,School uniforms,Clothing
491,0.71,0.95,0.59,0.9,Prescription glasses,Clothing
492,0.18,0.3,0.39,0.64,Sneakers,Clothing
493,0.05,0,0.67,0.05,Workout clothes,Clothing
494,0.75,0.09,0.78,0.9,Sunglasses,Clothing
495,0.74,0.27,0.15,0.46,Jewelry,Clothing
496,0.19,0.65,1,0.51,Jackets,Clothing
497,0.55,0.33,0.56,0.38,Flats,Clothing
498,0.79,0.11,0.99,0.07,Flats,Clothing
499,0.64,0.96,0.61,0.94,Robes,Clothing
500,0.71,0.1,0.39,0.78,Tote bags,Clothing
501,0.67,0.36,0.22,0.3,Leotards & tights,Clothing
502,0.46,0.66,0.18,0.41,Bras,Clothing
503,0.45,0.1,0.01,0.13,Jeans,Clothing
504,0.91,0.2,0.64,0.15,Football,Sports
505,0.09,0.85,0.1,0.75,Water bottle (hydration),Sports
506,0.2,0.21,0.42,0.23,Swimming goggles,Sports
507,0.09,0.56,0.61,0.43,Beach volleyball,Sports
508,0.98,0.73,0.84,0.65,Kickboard (swimming),Sports
509,0.28,0.33,0.44,0.19,Roller skates,Sports
510,0.77,0.03,0.51,0.72,Swimming goggles,Sports
511,0.31,0.85,0.5,0.19,Volleyball,Sports
512,0.44,0.61,0.82,0.51,Tennis grip tape,Sports
513,0.96,0.51,0.94,0.28,Roller skates,Sports
514,0.51,0.64,0.22,0.93,Snowboard,Sports
515,0.84,0.15,0.95,0.96,Running shorts,Sports
516,0.76,0.85,0.38,0.07,Weightlifting gloves,Sports
517,0.22,0.24,0.73,0.42,Yoga mat,Sports
518,0.01,0.36,0.23,0.47,Golf clubs,Sports
519,0.45,0.54,0.58,0.15,Baseball,Sports
520,0.53,0.66,0.89,0.68,Resistance bands,Sports
521,0.58,0.99,0.35,0.18,Tennis grip tape,Sports
522,0.93,0.55,0.86,0.94,Climbing shoes,Sports
523,0.29,0.02,0.64,0.48,Dumbbells,Sports
524,0.93,0.8,0.96,0.79,Golf balls,Sports
525,0.09,0.87,0.35,0.64,Sports backpack,Sports
526,0.63,0.43,0.47,0.71,Soccer ball,Sports
527,0.86,0.19,0.58,0.3,Football,Sports
528,0.1,0.84,0.68,0.01,Skateboard,Sports
529,0.48,0.84,0.97,0.02,Sports backpack,Sports
530,0.33,0.81,0.29,0.69,Ping pong balls,Sports
531,0.57,0.49,0.31,0.99,Climbing harness,Sports
532,1,0.57,0.96,0.86,Tennis balls,Sports
533,0.68,0.27,0.42,0.03,Golf clubs,Sports
534,0.78,0.62,0.1,0.49,Climbing shoes,Sports
535,0.14,0.88,0.55,0.34,Frisbee,Sports
536,0.96,0.48,0.6,0.38,Soccer ball,Sports
537,0.04,0.43,0.1,0.11,Surfboard,Sports
538,0.23,0.62,0.58,0.26,Kickboard (swimming),Sports
539,0.47,0.51,0.2,0.97,Jump rope,Sports
540,0.22,0.03,0.3,0.03,Cycling jersey,Sports
541,0.99,0.08,0.84,0.72,Climbing shoes,Sports
542,0.77,0.71,0.95,0.69,Running shorts,Sports
543,0.38,0.69,0,0.91,Gymnastics leotard,Sports
544,0.87,0.78,0.68,0.94,Climbing shoes,Sports
545,0.07,0.62,0.51,0.85,Yoga mat,Sports
546,0.3,1,0.83,0.99,Climbing shoes,Sports
547,0.96,0.45,0.46,0.53,Resistance bands,Sports
548,0.64,0.33,0.7,0.09,Soccer ball,Sports
549,0.06,0.62,0.3,0.74,Tennis balls,Sports
550,1,0.7,0.13,0.22,Gymnastics leotard,Sports
551,0.91,0.23,0.09,0.17,Frisbee,Sports
552,0.83,0.56,0.94,0.66,Tennis balls,Sports
553,0.58,0.59,0.28,0.26,Hockey stick,Sports
554,0.03,0.91,0.09,0.63,Basketball,Sports
555,0.19,0.52,0.29,0.77,Pedometer,Sports
556,0.65,0.69,0.67,0.96,Sports socks,Sports
557,0.5,0.46,0.92,0.73,Tennis balls,Sports
558,0.8,0.16,0.54,0.7,Tennis balls,Sports
559,0.86,0.27,0.14,0.86,Skiing goggles,Sports
560,0.94,0.65,0.89,0.56,Dumbbells,Sports
561,0.61,0.84,0.78,0.77,Soccer ball,Sports
562,0.46,0.35,0.06,0.66,Water bottle (hydration),Sports
563,0.79,0.74,0.97,0.67,Archery bow,Sports
564,0.3,0.99,0.57,0.95,Climbing harness,Sports
565,0.61,0.08,0.24,0.79,Yoga mat,Sports
566,0.66,0.91,0.43,0.44,Ping pong balls,Sports
567,0.66,0.49,0.44,0.45,Tennis grip tape,Sports
568,0.55,0.91,0.11,0.14,Archery bow,Sports
569,0.51,0.16,0.08,0.67,Running shorts,Sports
570,0.46,0.08,0.18,0.44,Bowling ball,Sports
571,0.06,0.82,0.91,0.69,Tennis balls,Sports
572,0.55,0.6,0.28,0.62,Resistance bands,Sports
573,0.33,0.82,0.39,0.03,Football,Sports
574,0.62,0.1,0.2,0.17,Climbing shoes,Sports
575,0.08,0.05,0.74,0.66,Climbing harness,Sports
576,0.69,0.33,0.24,0.36,Pedometer,Sports
577,0.39,0.1,0.98,0.33,Volleyball,Sports
578,0.14,0.64,0.04,0.36,Cycling helmet,Sports
579,0.09,0.33,0.17,0.55,Jump rope,Sports
580,0.2,0.19,0.41,0.28,Archery arrows,Sports
581,0.81,0.77,0.45,0.67,Wetsuit,Sports
582,0.19,0.53,0.77,0.68,Baseball,Sports
583,0.33,0.77,0.99,0.43,Jump rope,Sports
584,0.58,0.96,0.16,0.36,Football,Sports
585,0.43,0.73,0.35,0.17,Basketball,Sports
586,0.36,0.7,0.68,0.12,Pedometer,Sports
587,0.41,0.86,0.11,0.31,Volleyball,Sports
588,0.6,0.56,0.76,0.41,Bowling ball,Sports
589,0.42,0.77,0.21,0.7,Basketball,Sports
590,0.42,0.66,0.8,0.21,Football,Sports
591,0.88,0.67,0.95,0.62,Baseball,Sports
592,0.36,0.95,0.97,0.67,Skateboard,Sports
593,0.42,0.79,0.72,0.17,Swimming goggles,Sports
594,0.66,0.44,0.26,0.85,Skateboard,Sports
595,0.3,0.45,0.52,0.69,Skiing goggles,Sports
596,0.16,0.14,0.17,0.42,Bowling ball,Sports
597,0.55,0.67,0.01,0.08,Water bottle (hydration),Sports
598,0.44,0.44,0.32,0.82,Cycling jersey,Sports
599,0.53,0.69,0.69,0.47,Running shoes,Sports
600,0.05,0.62,0.38,0.21,Weightlifting gloves,Sports
601,0.61,0.03,0.93,0.47,Baseball bat,Sports
602,0.44,0.17,0.65,0.2,Bowling ball,Sports
603,0.08,0.66,0.01,0.1,Water bottle (hydration),Sports
604,0.2,0.36,0.33,0.29,Skiing goggles,Sports
605,0.4,0.33,0.37,0.08,Climbing harness,Sports
606,0.91,0.36,0.55,0.57,Pedometer,Sports
607,0.55,0.55,0.3,0.97,Bowling ball,Sports
608,0.89,0.28,0.53,0.79,Dumbbells,Sports
609,0.23,0.67,0.25,0.4,Sports backpack,Sports
610,0.29,0.68,0.5,0.35,Beach volleyball,Sports
611,0.38,0.43,0.04,0.61,Football,Sports
612,0.72,0.36,0.02,0.63,Football,Sports
613,0.24,0.17,0.94,0.98,Gymnastics leotard,Sports
614,0.7,0.12,0.52,0.2,Skateboard,Sports
615,0.26,0.31,0.77,0.65,Sports headbands,Sports
616,0.31,0.41,0.52,0.96,Sports watch (fitness tracking),Sports
617,0.7,0.7,0.15,0.64,Boxing gloves,Sports
618,0.74,0.21,0.12,0.45,Soccer ball,Sports
619,0.86,0.62,0.05,0.78,Cycling helmet,Sports
620,0.35,0.67,0.62,0.11,Table tennis paddle,Sports
621,0.38,0.17,0.42,0.85,Golf balls,Sports
622,0.35,0.85,0.93,0.44,Sports watch (fitness tracking),Sports
623,0.74,0.69,0.34,0.16,Hockey stick,Sports
624,0.03,0.42,0.4,0.38,Kickboard (swimming),Sports
625,0.65,0.08,0.5,0.9,Tennis balls,Sports
626,0.46,0.82,0.5,0.17,Running shoes,Sports
627,0.4,0.47,0.68,0.45,Running shorts,Sports
628,0.49,0.21,0.89,0.5,Dumbbells,Sports
629,0.82,0.47,0.13,0.96,Bowling ball,Sports
630,0.81,0.2,0.67,0.25,Cycling jersey,Sports
631,0.64,0.1,0.1,0.2,Ping pong balls,Sports
632,0.36,0.29,0.84,0.42,Sports backpack,Sports
633,0.31,0.08,0.75,0.79,Basketball,Sports
634,0.76,0.57,0.32,0.19,Volleyball,Sports
635,0.72,0.97,0.13,0.14,Frisbee,Sports
636,0.94,0.79,0.54,0.2,Shuttlecocks,Sports
637,0.91,0.4,0.7,0.27,Sports headbands,Sports
638,0.51,0.35,0.26,0.71,Roller skates,Sports
639,0.88,0.61,0.71,0.31,Dumbbells,Sports
640,0.12,0.63,0.25,0.99,Baseball,Sports
641,0.77,0.98,0.91,0.62,Hockey stick,Sports
642,0.66,0.2,0.08,0.33,Sports headbands,Sports
643,0.32,0.65,0.48,0.87,Resistance bands,Sports
644,0.48,0.96,0.14,0.16,Badminton racket,Sports
645,0.98,0.64,0.73,0.89,Wetsuit,Sports
646,0.63,0.45,0.05,0.34,Running shoes,Sports
647,0.01,0.78,0.26,0.65,Ice skates,Sports
648,0.48,0.11,0.05,0.21,Surfboard,Sports
649,0.24,0.85,0.56,0.5,Tennis racket,Sports
650,0.19,0.44,0.02,0.68,Weightlifting gloves,Sports
651,0.22,0.16,0.76,0.15,Sports headbands,Sports
652,0.68,0.38,0.06,0.92,Hockey stick,Sports
653,0.58,0.9,0.07,0.5,Tennis racket,Sports
654,0.87,0.17,0.55,0.12,Baseball bat,Sports
655,0.62,0.45,0.71,0.41,Kickboard (swimming),Sports
656,0.41,0.5,0.48,0.06,Roller skates,Sports
657,0.43,0.96,0.99,0.01,Archery bow,Sports
658,0.03,0.25,0.54,0.72,Roller skates,Sports
659,0.85,0.2,0.83,0.53,Gymnastics leotard,Sports
660,0.64,0.42,0.3,0.55,Ice skates,Sports
661,0.46,0.79,0.79,0.01,Sports headbands,Sports
662,0.03,0.19,0.39,0.76,Sports backpack,Sports
663,0.31,0.14,0.33,0.85,Climbing shoes,Sports
664,0.38,0.2,0.38,0.17,Water bottle (hydration),Sports
665,0.51,0.27,0.87,0.49,Volleyball,Sports
666,0.9,0.71,0.7,0.49,Running shoes,Sports
667,0.15,0.31,0.45,0.42,Volleyball,Sports
668,0.61,0.99,0.11,0,Soccer ball,Sports
669,0.11,0.62,0.69,0.09,Archery arrows,Sports
670,0.35,0.33,0.37,0.73,Running shorts,Sports
671,0.35,0.87,0.57,0.71,Running shorts,Sports
672,0.99,0.16,0.39,0.94,Climbing harness,Sports
673,0.45,0.89,0.82,0.92,Cycling helmet,Sports
674,0.9,0.34,0.71,0.8,Table tennis paddle,Sports
675,0.45,0.65,0.98,0.47,Running shoes,Sports
676,0.14,0.21,0.42,0.56,Yoga mat,Sports
677,0.93,0.5,0.54,0.88,Ping pong balls,Sports
678,0.57,0.68,0.5,0.93,Skateboard,Sports
679,0.61,0.15,0.45,0.22,Baseball bat,Sports
680,0.46,0.92,0.68,0.35,Cycling jersey,Sports
681,0.48,0.5,0.31,0.73,Tennis grip tape,Sports
682,0.02,0.12,0.55,0.72,Running shorts,Sports
683,0.78,0.41,0.96,0.73,Archery arrows,Sports
684,0.08,0.06,0.29,0.05,Golf clubs,Sports
685,0.87,0.01,0.77,0.75,Badminton racket,Sports
686,0.33,0.72,0.48,0.14,Tennis racket,Sports
687,0.91,0.53,0.67,0.38,Running shoes,Sports
688,0.21,0.55,0.41,0.17,Climbing shoes,Sports
689,0.82,0.01,0.79,0.49,Sports headbands,Sports
690,0.46,0.76,0.77,0.76,Gymnastics leotard,Sports
691,0.26,0.85,0.29,0.09,Ping pong balls,Sports
692,0.51,0.17,0.83,0.01,Dumbbells,Sports
693,0.33,0.49,0.75,0.83,Jump rope,Sports
694,0.15,0.49,0.8,0.38,Skateboard,Sports
695,0.83,0.42,0.08,0.9,Sports watch (fitness tracking),Sports
696,0.93,0,0.74,0.27,Sports headbands,Sports
697,0.75,0.09,0.35,0.72,Tennis balls,Sports
698,0.04,0.73,0.78,0.97,Football,Sports
699,0.73,0.71,0.19,1,Bowling ball,Sports
700,0.59,0.94,0.25,0.47,Shuttlecocks,Sports
701,0.63,0.92,0.62,0.13,Tennis racket,Sports
702,0.21,0.8,0.42,0.7,Gymnastics leotard,Sports
703,0.25,0.47,0.02,0.16,Cycling helmet,Sports
704,0.83,0.56,0.49,0.03,Cycling jersey,Sports
705,0.36,0.88,0.13,0.61,Cycling jersey,Sports
706,0.75,0.93,0.81,0.64,Dumbbells,Sports
707,0.98,0.22,0.34,0.62,Ice skates,Sports
708,0.66,0.35,0.57,0.4,Tennis balls,Sports
709,0.3,0.73,0.46,0.68,Dumbbells,Sports
710,0.79,0.72,0.44,0.61,Basketball,Sports
711,0.75,0.73,0.28,0.39,Football,Sports
712,0.79,0.05,0.51,0.75,Table tennis paddle,Sports
713,0.44,0.75,0.93,0.5,Sports socks,Sports
714,0.29,0.14,0.4,0.77,Resistance bands,Sports
715,0.19,0.38,0.45,0.22,Skiing goggles,Sports
716,0.77,0.17,0.07,0.89,Soccer ball,Sports
717,0.24,0.49,0.85,0.02,Skiing goggles,Sports
718,0.39,0.76,0.51,0.84,Boxing gloves,Sports
719,0.51,0.09,0.68,0.33,Baseball bat,Sports
720,0.83,0.01,0.89,0.2,Sports watch (fitness tracking),Sports
721,0.26,0.83,0.16,0.08,Roller skates,Sports
722,0.59,0.38,0.82,0.3,Bowling ball,Sports
723,0.43,0.9,0.63,0.98,Hockey stick,Sports
724,0.32,0.27,0.69,0.46,Tennis racket,Sports
725,0.95,0.72,0.3,0.27,Tennis grip tape,Sports
726,0.37,0.97,0.29,0.71,Tennis balls,Sports
727,0.68,1,0.55,0.64,Punching bag,Sports
728,0.58,0.47,0.82,0.84,Baseball bat,Sports
730,0.35,0.13,0.75,0.77,Beach volleyball,Sports
731,0.37,0.7,0.05,0.41,Shuttlecocks,Sports
732,0.58,0.16,0.9,0.67,Wetsuit,Sports
733,0.81,0.03,0.87,0.37,Running shorts,Sports
734,0.72,0.61,0.38,0.63,Table tennis paddle,Sports
735,0.77,0.64,0.25,0.39,Basketball,Sports
736,0.78,0.62,0.53,0.79,Weightlifting gloves,Sports
737,0.33,0.4,0.27,0.43,Shuttlecocks,Sports
738,0.26,0.68,0.64,0.48,Bowling ball,Sports
739,0.53,0.61,0.56,0.42,Golf clubs,Sports
740,0.41,0.39,0.44,0.82,Sports watch (fitness tracking),Sports
741,0.87,0.75,0.63,0.25,Jump rope,Sports
742,0.79,0.5,0.97,0.66,Surfboard,Sports
743,0.2,0.77,0.26,0.46,Boxing gloves,Sports
744,0.47,0.22,0.21,0.77,Badminton racket,Sports
745,0.6,0.89,0.99,0.96,Shuttlecocks,Sports
746,0.16,0.02,0.5,0.73,Archery bow,Sports
747,0.23,0.84,0.89,0.7,Roller skates,Sports
748,0.08,0.33,0.69,0.86,Sports backpack,Sports
749,0.03,0.2,0.36,0.56,Climbing harness,Sports
750,0.06,0.08,0.36,0.77,Weightlifting gloves,Sports
751,0.67,0.3,0.94,0.66,Ice skates,Sports
752,0.95,0.98,0.21,0.67,Skiing goggles,Sports
753,0.37,0.46,0.59,0.95,Football,Sports
754,0.69,0.27,0.11,0.79,Running shoes,Sports
755,0.61,0.71,0.71,0.44,Tennis grip tape,Sports
756,0.72,0.64,0.07,0.45,Surfboard,Sports
757,0.72,0.84,0.87,0.14,Baseball bat,Sports
758,0.63,0.77,0.01,0.67,Baseball bat,Sports
759,0.13,0.41,0.93,0.44,Sports headbands,Sports
760,0.06,0.67,0.73,0.69,Kickboard (swimming),Sports
761,0.06,0.37,0.69,0.62,Cycling helmet,Sports
762,0.62,0.63,0.12,0.03,Skiing goggles,Sports
763,0.18,0.39,0.1,0.17,Weightlifting gloves,Sports
764,0.58,0.79,0.27,0.66,Tennis racket,Sports
765,0.29,0.43,0.2,0.36,Dumbbells,Sports
766,0.21,0.48,0.14,0.33,Running shoes,Sports
767,0.55,0.42,0.94,0.36,Gymnastics leotard,Sports
768,0.91,0.82,0.84,0.55,Surfboard,Sports
769,0.94,0.25,0.73,0.28,Sports headbands,Sports
770,0.66,0.66,0.45,0.67,Kickboard (swimming),Sports
771,0.71,0.46,0.34,0.68,Soccer ball,Sports
772,0.57,0.89,0.72,0.43,Ping pong balls,Sports
773,0.07,0.55,0.56,0.36,Swimming goggles,Sports
774,0.68,0.67,0.34,0.17,Gymnastics leotard,Sports
775,0.15,0.77,0.07,0.12,Yoga mat,Sports
776,0.8,0.71,0.95,0.31,Cycling jersey,Sports
777,0.05,0.83,0.56,0.41,Ping pong balls,Sports
778,0.91,0.54,0.48,0.7,Shuttlecocks,Sports
779,0.35,0.25,0.37,0.21,Wetsuit,Sports
780,0.18,0.55,0.2,0.62,Archery arrows,Sports
781,0.23,0.62,0.48,0.67,Tennis balls,Sports
782,0.78,0.48,0.62,0.17,Tennis grip tape,Sports
783,0.57,0.55,0.5,0.85,Yoga mat,Sports
784,0.95,0.2,0.16,0.69,Bowling ball,Sports
785,0.29,0.41,1,0.42,Dumbbells,Sports
786,0.86,0.31,0.13,0.08,Cycling helmet,Sports
787,0.73,0.28,0.78,0.82,Sports watch (fitness tracking),Sports
788,0.62,0.91,0.79,0.47,Archery arrows,Sports
789,0.39,0.52,0.21,0.21,Gymnastics leotard,Sports
790,0.11,0.7,0.79,0.47,Surfboard,Sports
791,0.99,0.59,0.33,0.2,Cycling jersey,Sports
792,0.86,0.83,0.4,0.1,Soccer ball,Sports
793,0.92,0.52,0.34,0.29,Skateboard,Sports
794,0.23,0.77,0.48,0.08,Wetsuit,Sports
795,0.66,0.16,0.3,0.57,Snowboard,Sports
796,0.49,0.32,0.72,0.97,Sports headbands,Sports
797,0.03,0.16,0.79,0.79,Beach volleyball,Sports
798,0.67,0.63,0.57,0.4,Baseball bat,Sports
799,0.09,0.29,0.83,0.35,Baseball,Sports
800,0.93,0.23,0.93,0.61,Baseball,Sports
801,0.51,0.46,0.88,0.63,Cycling jersey,Sports
802,0.8,0.08,0.62,0.98,Sports socks,Sports
803,0.41,0.11,0.33,0.2,Roller skates,Sports
804,0.28,0.46,0.38,0.65,Volleyball,Sports
805,0.49,0.37,0.22,0.96,Soccer ball,Sports
806,0.6,0.64,1,0.64,Cycling jersey,Sports
807,0.77,0.35,0.13,0.45,Golf clubs,Sports
808,0.75,0.38,0.02,0.78,Gymnastics leotard,Sports
809,0.45,0.06,0.77,0.11,Water bottle (hydration),Sports
810,0.4,0.27,0.28,0.85,Weightlifting gloves,Sports
811,0.19,0.22,0.78,0.44,Shuttlecocks,Sports
812,0.81,0.14,0.31,0.16,Volleyball,Sports
813,0.09,0.82,0.83,0.38,Gymnastics leotard,Sports
814,0.66,0.16,0.61,0.9,Badminton racket,Sports
815,0.01,0.85,0.97,0.17,Bowling ball,Sports
816,0.83,0.82,0.89,0.45,Yoga mat,Sports
817,0.87,0.3,0.04,0.5,Cycling jersey,Sports
818,0.25,0.2,0.8,0.96,Badminton racket,Sports
819,0.06,0.87,0.37,0.25,Baseball,Sports
820,0.54,0.71,0.9,0.2,Tennis balls,Sports
821,0.42,0,0.38,0.42,Wetsuit,Sports
822,0.77,0.97,0.8,0.79,Skateboard,Sports
823,0.91,0.57,0.25,0.19,Punching bag,Sports
824,0.51,0.06,0.61,0.14,Weightlifting gloves,Sports
825,0.06,0.5,0.66,0.2,Running shorts,Sports
826,0.13,0.16,0.83,0.27,Ping pong balls,Sports
827,0.95,0.24,0.99,0.71,Yoga mat,Sports
828,0.38,0.31,0.74,0.31,Tennis grip tape,Sports
829,0.02,0.52,0.75,0.99,Skiing goggles,Sports
830,0.74,0.15,0.27,0.62,Boxing gloves,Sports
831,0,0.83,0.18,0.33,Hockey stick,Sports
832,0.09,0.93,0.14,0.87,Climbing harness,Sports
833,0.35,0.77,0.13,0.16,Baseball bat,Sports
834,0.83,0.75,0.21,0.89,Punching bag,Sports
835,0.92,0.62,0.41,0.34,Weightlifting gloves,Sports
836,0.73,0.13,0.71,0.65,Water bottle (hydration),Sports
837,0.99,0.78,0.76,0.21,Shuttlecocks,Sports
838,0.17,0.02,0.31,0.5,Gymnastics leotard,Sports
839,0.95,0.5,0.4,0.68,Tennis grip tape,Sports
840,0.22,0.49,0.63,0.15,Running shorts,Sports
841,0.71,0.49,0.64,0.92,Snowboard,Sports
842,0.87,0.83,0.71,0.5,Yoga mat,Sports
843,0.39,0.02,0.53,0.12,Table tennis paddle,Sports
844,0.92,0.27,0.66,0.41,Beach volleyball,Sports
845,0.75,0.02,0.92,0.06,Climbing shoes,Sports
846,0.81,0.97,0.69,0.01,Baseball,Sports
847,0.6,0.03,0.57,0.72,Water bottle (hydration),Sports
848,0.88,0.36,1,0.53,Weightlifting gloves,Sports
849,0.88,0.2,0.09,0.55,Pedometer,Sports
850,0.2,0.35,0.68,0.01,Yoga mat,Sports
851,0.45,0.77,0.57,0.76,Punching bag,Sports
852,0.83,0.44,0.26,0.85,Water bottle (hydration),Sports
853,0.64,0.73,0.12,0.17,Climbing shoes,Sports
854,0.42,0.86,0.49,0.49,Yoga mat,Sports
855,0.52,0.12,0.49,0.49,Gymnastics leotard,Sports
857,0.81,0.69,0.28,0.42,Roller skates,Sports
858,0.07,0.8,0.51,0,Surfboard,Sports
859,0.87,0.84,0.96,0.09,Tennis grip tape,Sports
860,0.72,0.13,0.72,0.73,Swimming goggles,Sports
861,0.97,0.48,0.41,0.71,Sports backpack,Sports
862,0.71,0.16,0.67,0.94,Badminton racket,Sports
863,0.92,0.57,0.93,0.92,Gymnastics leotard,Sports
864,0.31,0.16,0.35,0.8,Beach volleyball,Sports
865,0.08,0.92,0.68,0.47,Table tennis paddle,Sports
866,0.21,0.16,0.2,0.56,Volleyball,Sports
867,0.33,0.24,0.46,0.88,Tennis balls,Sports
868,0.8,0.5,0.19,0.93,Ice skates,Sports
869,0.53,0.98,0.82,0.22,Ice skates,Sports
870,0.51,0.75,0.31,0.35,Ice skates,Sports
871,0.62,0.56,0.59,0.73,Ping pong balls,Sports
872,0.91,0.27,0.31,0.72,Baseball,Sports
873,0.46,0.38,0.23,0.73,Kickboard (swimming),Sports
874,0.21,0.38,0.61,0.05,Running shorts,Sports
875,0.59,0.4,0.31,0.75,Bowling ball,Sports
876,0.76,0.07,0.02,0.14,Climbing shoes,Sports
877,0.49,0.52,0.96,0.38,Sports socks,Sports
878,0.59,0.89,0.86,0.17,Weightlifting gloves,Sports
879,0.1,0.76,0.98,0.49,Baseball bat,Sports
880,0.31,0.23,0.22,0.76,Running shorts,Sports
881,0.81,0.97,0.47,0.09,Ping pong balls,Sports
882,0.78,0.95,0.75,0.01,Resistance bands,Sports
883,0.58,0.78,0.22,0.83,Sports headbands,Sports
884,0.31,0.75,0.36,0.38,Sports socks,Sports
885,0.67,0.94,0.23,0.9,Resistance bands,Sports
886,0.44,0.07,0.8,0.27,Swimming goggles,Sports
887,0.45,0.75,0.05,0.72,Surfboard,Sports
888,0.53,0.9,0.51,0.97,Basketball,Sports
889,0.75,0.6,0.22,1,Shuttlecocks,Sports
890,0.74,0.16,0.95,0.47,Beach volleyball,Sports
891,0.79,0.17,0.36,0.13,Beach volleyball,Sports
892,0.53,0.37,0.35,0.7,Sports watch (fitness tracking),Sports
893,0.76,0.6,0.7,0.16,Cycling helmet,Sports
894,0.76,0.18,0.87,0.03,Climbing harness,Sports
895,0.28,0.63,0.73,0.61,Golf clubs,Sports
896,0.59,0.76,0.77,0.64,Running shoes,Sports
897,0.79,0.9,0.05,0.62,Soccer ball,Sports
898,0.32,0.11,0.26,0.4,Surfboard,Sports
899,0.83,0.7,0.14,0.68,Ice skates,Sports
900,0.63,0.26,0.21,0.61,Golf balls,Sports
902,0.79,0.64,0.71,0.39,Climbing harness,Sports
903,0.61,0.93,0.12,0.75,Basketball,Sports
904,0.92,1,0.34,0.5,Swimming goggles,Sports
905,0.91,0.71,0.54,0.77,Gymnastics leotard,Sports
906,0.82,0.9,0.37,0.22,Basketball,Sports
907,0.01,0.78,0.06,0.89,Soccer ball,Sports
908,0.12,0.75,0.69,0.02,Beach volleyball,Sports
909,0.46,0.28,0.71,0.84,Ping pong balls,Sports
910,0.47,0.46,0.78,0.33,Ice skates,Sports
911,0.73,0.01,0.26,0.2,Sports headbands,Sports
912,0.08,0.32,0,0.08,Jump rope,Sports
913,0.64,0.41,0.31,0.3,Volleyball,Sports
914,0.99,0.88,0.82,0.98,Hockey stick,Sports
915,0.03,0.53,0.6,0.46,Resistance bands,Sports
916,0.33,0.01,0.04,0.27,Football,Sports
917,0.81,1,0.56,0.71,Weightlifting gloves,Sports
918,0.21,0,0.46,0.64,Golf clubs,Sports
919,0.2,0.97,0.92,0.84,Sports socks,Sports
920,0.07,0.7,0.12,0.77,Football,Sports
921,0.15,0.04,0.21,0.41,Skiing goggles,Sports
922,0.06,0.89,0.82,0.67,Sports socks,Sports
923,0.59,0.85,0.26,0.37,Boxing gloves,Sports
924,0.85,0.75,0.78,0.63,Surfboard,Sports
925,0.6,0.47,0.68,0.39,Beach volleyball,Sports
926,0.64,0.45,0.15,0.79,Ping pong balls,Sports
927,0.77,0.54,0.65,0.43,Kickboard (swimming),Sports
928,0.46,0.07,0.55,0.48,Volleyball,Sports
929,0.08,0.95,0.91,0.42,Tennis balls,Sports
930,0.05,0.24,0.49,0.82,Jump rope,Sports
931,0.65,0.26,0.94,0.25,Gymnastics leotard,Sports
932,0.34,0.88,0.41,0.66,Volleyball,Sports
933,0.65,0.95,0.06,0.46,Badminton racket,Sports
934,0.11,0.75,0.19,0.49,Resistance bands,Sports
935,0.7,0.16,0.74,0.94,Frisbee,Sports
936,0.04,0.74,0.51,0.41,Sports headbands,Sports
937,0.49,0.69,0.28,0.06,Volleyball,Sports
938,0.93,0.75,0.93,0.19,Swimming goggles,Sports
939,0.88,0.09,0.37,0.74,Surfboard,Sports
940,0.43,0.82,0.21,0.51,Archery bow,Sports
941,0.91,0.11,0.83,0.28,Sports headbands,Sports
942,0.63,0.12,0.82,0.82,Soccer ball,Sports
943,0.27,0.7,0.61,0.61,Weightlifting gloves,Sports
944,0.83,0.06,0.96,0.96,Archery bow,Sports
945,0.46,0.98,0.17,0.17,Dumbbells,Sports
946,0.84,0.35,0.64,0.64,Wetsuit,Sports
947,0.51,0.32,0.75,0.75,Cycling jersey,Sports
948,0.11,0.21,0.75,0.75,Ping pong balls,Sports
949,0.43,0.44,0.54,0.54,Golf clubs,Sports
950,0.7,0.64,0.61,0.61,Skateboard,Sports
951,0.71,0.55,0.17,0.17,Climbing shoes,Sports
952,0.19,0.63,0.73,0.73,Wetsuit,Sports
953,0.9,0.27,0.71,0.71,Sports headbands,Sports
954,0.8,0.17,0.1,0.1,Gymnastics leotard,Sports
955,0.93,0.56,0.29,0.29,Cycling helmet,Sports
956,0.37,0.64,0.2,0.2,Boxing gloves,Sports
957,0.95,0.77,0.75,0.75,Baseball bat,Sports
958,0.75,0.89,0.63,0.63,Sports headbands,Sports
959,0.61,0.38,0.47,0.47,Sports watch (fitness tracking),Sports
960,0.25,0.08,0.21,0.21,Running shoes,Sports
961,0.17,0.73,0.43,0.43,Running shorts,Sports
962,0.95,0.54,0.37,0.37,Pedometer,Sports
963,0.19,0.91,0.79,0.79,Tennis racket,Sports
964,0.96,0.76,0.2,0.2,Surfboard,Sports
